reg,timestamp,valor
1152,1684403539031,22.5
1153,1684403248401,23.25
1154,1684402667482,23.0
1155,1684402086550,23.25
1156,1684401795952,23.5
1157,1684401505386,23.25
1158,1684401214930,22.75
1159,1684400924274,23.0
1160,1684399762579,23.5
1161,1684399472204,23.75
1162,1684399182864,24.0
1163,1684398890663,24.25
1164,1684398597567,24.0
1165,1684398307097,23.75
1166,1684398016385,24.0
1167,1684397144734,24.25
1168,1684396854125,23.75
1169,1684396563626,24.0
1170,1684396273063,24.25
1171,1684395982591,24.75
1172,1684395107284,24.25
1173,1684394816699,23.75
1174,1684394235539,24.5
1175,1684393651594,24.75
1176,1684392780063,24.5
1177,1684392198891,24.75
1178,1684391908234,25.25
1179,1684391617814,24.75
1180,1684391036933,24.25
1181,1684390746299,25.0
1182,1684390455781,25.25
1183,1684389872933,25.0
1184,1684389292715,24.75
1185,1684389000078,25.25
1186,1684388417620,24.75
1187,1684388127141,25.0
1188,1684387255517,25.25
1189,1684386672370,25.0
1190,1684385510968,25.25
1191,1684385217718,25.5
1192,1684384927131,25.0
1193,1684384345934,25.25
1194,1684383764893,25.5
1195,1684383474367,25.25
1196,1684383183977,25.75
1197,1684382893382,25.5
1198,1684382602677,25.75
1199,1684382021583,25.5
1200,1684381730904,25.75
1201,1684381440249,25.5
1202,1684381149737,25.75
1203,1684380568884,25.25
1204,1684380278350,25.5
1205,1684379987946,25.75
1206,1684379406607,25.25
1207,1684379116168,24.75
1208,1684378244632,25.25
1209,1684377953882,25.5
1210,1684377663247,25.75
1211,1684377372658,25.5
1212,1684377082098,25.25
1213,1684376791458,25.5
1214,1684376500199,25.25
1215,1684376211542,25.5
1216,1684375921076,25.75
1217,1684375630404,26.0
1218,1684375340056,25.75
1219,1684374758975,26.25
1220,1684374468556,26.5
1221,1684374178004,26.0
1222,1684373596788,26.75
1223,1684373306383,26.25
1224,1684373015759,26.75
1225,1684372432833,26.5
1226,1684372142197,26.75
1227,1684371851578,26.5
1228,1684371560872,26.25
1229,1684371270392,26.5
1230,1684370690268,26.75
1231,1684370107627,26.5
1232,1684369814160,27.0
1233,1684369524709,27.5
1234,1684368940552,27.25
1235,1684368648967,27.0
1236,1684368360433,27.25
1237,1684367779318,27.5
1238,1684367488735,27.25
1239,1684367199289,27.75
1240,1684366905635,27.5
1241,1684366615247,27.75
1242,1684366324797,27.5
1243,1684365744956,28.25
1244,1684365451598,28.0
1245,1684364870205,28.25
1246,1684363996395,28.5
1247,1684363707238,28.25
1248,1684363124214,28.5
1249,1684362831215,29.0
1250,1684362540777,28.5
1251,1684362250053,28.75
1252,1684361959523,29.0
1253,1684361669144,29.25
1254,1684361378508,28.75
1255,1684361087870,29.0
1256,1684360797204,28.75
1257,1684360216495,28.5
1258,1684359054427,28.75
1259,1684357892865,28.5
1260,1684357021869,28.25
1261,1684356730361,27.75
1262,1684356151173,28.0
1263,1684355860966,27.5
1264,1684355570638,28.5
1265,1684355280027,28.25
1266,1684354697469,28.0
1267,1684353534588,28.75
1268,1684353242186,29.0
1269,1684352369730,28.75
1270,1684352075473,28.25
1271,1684351785097,28.5
1272,1684351204003,28.75
1273,1684350912660,28.5
1274,1684350625857,28.75
1275,1684350329579,28.25
1276,1684348878575,28.5
1277,1684348588094,28.25
1278,1684348007004,27.5
1279,1684347715524,28.25
1280,1684347426988,27.5
1281,1684347136374,28.0
1282,1684346845369,27.5
1283,1684346554784,26.75
1284,1684345684551,27.5
1285,1684345397090,27.0
1286,1684344813562,26.75
1287,1684344523127,26.25
1288,1684344234989,26.75
1289,1684343937880,27.0
1290,1684343644481,26.5
1291,1684343061689,26.25
1292,1684342771269,25.75
1293,1684342480186,26.25
1294,1684341894881,25.75
1295,1684341313807,25.0
1296,1684341024274,25.25
1297,1684340729862,25.0
1298,1684340144194,24.75
1299,1684339263058,24.5
1300,1684338975301,24.25
1301,1684338375704,24.0
1302,1684338078674,23.75
1303,1684337788075,24.0
1304,1684337496449,23.75
1305,1684337210159,23.25
1306,1684336330976,23.5
1307,1684336038557,23.0
1308,1684335746346,23.25
1309,1684335454845,22.75
1310,1684335164523,23.25
1311,1684334287295,22.75
1312,1684333706320,23.0
1313,1684333417012,22.75
1314,1684333125017,23.0
1315,1684332831735,22.5
1316,1684332541376,23.0
1317,1684331365591,22.75
1318,1684331075379,22.5
1319,1684330495192,22.75
1320,1684330205003,22.5
1321,1684329045811,22.75
1322,1684328464712,23.25
1323,1684328174403,22.5
1324,1684327593138,23.0
1325,1684327302893,22.5
1326,1684326720821,22.75
1327,1684326432184,22.5
1328,1684326141793,22.25
1329,1684325559685,22.5
1330,1684324400908,22.75
1331,1684323820000,22.5
1332,1684323529475,23.0
1333,1684323239184,22.0
1334,1684322948525,22.5
1335,1684322657901,22.0
1336,1684322367485,22.75
1337,1684322077313,22.5
1338,1684321495185,22.75
1339,1684321204834,22.0
1340,1684320914166,22.75
1341,1684320623530,22.5
1342,1684320334977,22.25
1343,1684320037587,22.5
1344,1684319747058,22.25
1345,1684319456610,22.75
1346,1684319166012,22.25
1347,1684318875856,22.5
1348,1684318294821,22.75
1349,1684318004581,22.25
1350,1684317714037,22.75
1351,1684317132848,22.25
1352,1684316843578,22.0
1353,1684316550044,22.5
1354,1684316259738,21.75
1355,1684315097711,22.5
1356,1684314807289,22.75
1357,1684314516804,22.5
1358,1684313934032,22.25
1359,1684313351202,21.75
1360,1684313060920,21.5
1361,1684312770577,21.75
1362,1684312480174,22.25
1363,1684311899274,22.5
1364,1684311611569,22.25
1365,1684311016503,22.5
1366,1684310726005,22.75
1367,1684310143036,23.0
1368,1684309272778,22.75
1369,1684308982040,23.0
1370,1684308691356,22.75
1371,1684308400931,22.5
1372,1684307821267,22.75
1373,1684307527902,23.0
1374,1684307234801,22.75
1375,1684306944103,23.25
1376,1684306653668,23.0
1377,1684306363250,23.25
1378,1684306072705,23.5
1379,1684305781295,23.25
1380,1684305202284,23.5
1381,1684304911809,23.75
1382,1684304621285,23.25
1383,1684304330877,23.5
1384,1684304040323,23.75
1385,1684303460451,23.25
1386,1684303167013,23.5
1387,1684302877542,23.25
1388,1684302293632,22.75
1389,1684302002965,23.5
1390,1684301712612,23.0
1391,1684300839814,22.75
1392,1684300258763,23.0
1393,1684299680039,23.25
1394,1684299386619,23.5
1395,1684299095895,23.75
1396,1684298806345,23.25
1397,1684298512827,23.5
1398,1684298222380,23.25
1399,1684297932045,23.5
1400,1684297349257,23.25
1401,1684297056961,22.75
1402,1684296762301,23.0
1403,1684296471971,22.75
1404,1684296180779,22.5
1405,1684295891550,22.75
1406,1684295598108,23.0
1407,1684295017124,22.75
1408,1684294726478,23.0
1409,1684294145419,22.5
1410,1684293564408,22.75
1411,1684293273866,23.25
1412,1684292983354,22.5
1413,1684292692763,23.0
1414,1684292402353,22.75
1415,1684292112048,23.0
1416,1684291821462,23.25
1417,1684291531157,23.0
1418,1684290950254,23.5
1419,1684290659897,24.0
1420,1684290078764,23.75
1421,1684289788202,23.25
1422,1684289497751,24.0
1423,1684288916655,23.75
1424,1684288626185,24.0
1425,1684287465075,23.75
1426,1684286881183,23.25
1427,1684286590730,23.5
1428,1684286005501,24.0
1429,1684285424698,24.25
1430,1684285135067,24.75
1431,1684283970118,24.25
1432,1684283680698,24.5
1433,1684283388548,24.25
1434,1684283095153,24.5
1435,1684282802510,24.75
1436,1684282509058,24.0
1437,1684282217507,24.75
1438,1684281928918,25.0
1439,1684281638263,24.75
1440,1684280766295,24.5
1441,1684280477583,24.0
1442,1684280187219,24.25
1443,1684279896789,24.75
1444,1684279606334,24.5
1445,1684278735315,24.75
1446,1684278444939,25.0
1447,1684278154236,24.75
1448,1684277864988,24.5
1449,1684277571607,25.0
1450,1684277281116,24.5
1451,1684276990553,25.0
1452,1684276405472,25.25
1453,1684276115742,25.5
1454,1684275823143,25.25
1455,1684275532609,25.75
1456,1684275242049,25.5
1457,1684274951463,25.75
1458,1684274661147,25.0
1459,1684274080327,25.75
1460,1684273499572,26.25
1461,1684273209888,26.5
1462,1684272917690,26.25
1463,1684272627333,27.5
1464,1684272336898,27.25
1465,1684272046323,27.5
1466,1684271174605,28.0
1467,1684270884112,27.75
1468,1684270593460,27.0
1469,1684270012534,27.5
1470,1684269721961,27.25
1471,1684269140740,27.5
1472,1684268850408,27.75
1473,1684268560030,27.25
1474,1684268269557,27.75
1475,1684267979240,27.0
1476,1684267687843,27.5
1477,1684267399475,27.25
1478,1684267111935,27.0
1479,1684266517832,27.25
1480,1684266231829,27.0
1481,1684265906835,26.75
1482,1684265035388,27.0
1483,1684264747847,26.75
1484,1684264443892,27.0
1485,1684263862770,27.25
1486,1684263572175,27.0
1487,1684263281700,27.25
1488,1684262409771,27.5
1489,1684262119373,27.25
1490,1684261828984,27.5
1491,1684260957871,27.0
1492,1684260667184,26.25
1493,1684260376978,27.25
1494,1684260086525,27.5
1495,1684259795900,27.0
1496,1684259505349,26.75
1497,1684259214843,27.25
1498,1684258925241,27.0
1499,1684258633306,26.75
1500,1684258339831,27.5
1501,1684258049332,27.0
1502,1684257758956,27.25
1503,1684257178112,27.5
1504,1684256889421,27.25
1505,1684256594860,26.5
1506,1684256011048,27.25
1507,1684255721637,27.0
1508,1684255427962,27.25
1509,1684255137515,27.0
1510,1684254846940,27.25
1511,1684254556467,26.75
1512,1684254265961,27.0
1513,1684253975451,26.5
1514,1684253394402,27.0
1515,1684253104047,26.5
1516,1684252815510,26.25
1517,1684252518441,26.5
1518,1684252227842,26.75
1519,1684251937203,26.25
1520,1684251647855,26.5
1521,1684251354477,26.25
1522,1684250775021,26.0
1523,1684250480407,25.25
1524,1684249897767,25.5
1525,1684249607224,25.75
1526,1684249316510,25.25
1527,1684248439174,25.5
1528,1684248149726,25.25
1529,1684247855338,25.0
1530,1684247566980,25.5
1531,1684246986225,25.25
1532,1684246695645,25.5
1533,1684246114515,25.25
1534,1684245824089,24.5
1535,1684245533489,24.25
1536,1684245245004,24.75
1537,1684244946857,24.5
1538,1684244656499,24.25
1539,1684244366176,24.0
1540,1684244075710,24.25
1541,1684243785134,23.75
1542,1684243494809,24.0
1543,1684242330834,23.75
1544,1684242042307,23.5
1545,1684241751942,24.0
1546,1684241461473,23.75
1547,1684241170944,24.0
1548,1684240880541,23.75
1549,1684240589926,24.25
1550,1684240299451,24.0
1551,1684240009035,24.25
1552,1684239136252,24.0
1553,1684238845728,24.25
1554,1684238555943,24.0
1555,1684238263055,24.5
1556,1684237972537,24.0
1557,1684237683109,24.25
1558,1684237389920,24.5
1559,1684237099506,24.75
1560,1684236809108,24.5
1561,1684236518424,24.75
1562,1684236228788,24.5
1563,1684235935898,24.0
1564,1684235645308,24.5
1565,1684235354968,24.0
1566,1684235064506,24.25
1567,1684234774099,23.5
1568,1684234483508,24.0
1569,1684234192888,23.75
1570,1684233902628,24.0
1571,1684233321856,24.25
1572,1684233031449,24.0
1573,1684232741296,24.25
1574,1684232450878,24.5
1575,1684232160576,24.0
1576,1684231871040,24.5
1577,1684231577722,24.75
1578,1684231287271,24.25
1579,1684230706275,24.0
1580,1684229834890,24.25
1581,1684229544511,23.75
1582,1684229253873,24.5
1583,1684228963227,24.75
1584,1684228672703,24.0
1585,1684228382185,24.75
1586,1684227799133,24.5
1587,1684227508702,23.75
1588,1684227218068,24.5
1589,1684226927492,24.0
1590,1684226636982,24.75
1591,1684226346418,25.0
1592,1684226055887,24.25
1593,1684225474663,24.5
1594,1684225184108,24.75
1595,1684224892508,24.5
1596,1684223733351,24.25
1597,1684222862155,24.0
1598,1684222571615,24.5
1599,1684222281317,24.25
1600,1684221990810,23.5
1601,1684221700471,24.0
1602,1684221119437,23.5
1603,1684220828807,23.75
1604,1684220538440,23.5
1605,1684220247958,23.75
1606,1684217922254,24.0
1607,1684217631742,24.25
1608,1684217051304,24.0
1609,1684216470371,24.25
1610,1684216179912,24.0
1611,1684215889480,24.25
1612,1684215599053,24.5
1613,1684215308511,24.25
1614,1684215018158,23.75
1615,1684214728857,23.5
1616,1684214436475,24.5
1617,1684214143114,23.5
1618,1684213852570,24.0
1619,1684213562167,24.5
1620,1684213271818,24.25
1621,1684212400303,24.5
1622,1684212109872,24.0
1623,1684211819569,24.75
1624,1684211238904,24.25
1625,1684210948409,24.75
1626,1684210367523,24.5
1627,1684210076925,24.75
1628,1684209786441,24.5
1629,1684209495914,24.25
1630,1684209205566,24.75
1631,1684208331837,25.0
1632,1684208041424,24.5
1633,1684207751933,25.0
1634,1684207458335,24.75
1635,1684207167728,25.25
1636,1684206295680,25.0
1637,1684205713163,25.5
1638,1684205419746,25.25
1639,1684205129262,25.5
1640,1684204256392,25.25
1641,1684203963143,25.5
1642,1684203672710,25.75
1643,1684203382399,26.0
1644,1684203091970,25.5
1645,1684202509027,26.0
1646,1684201928269,26.5
1647,1684200765227,26.75
1648,1684200179690,26.5
1649,1684199889373,26.25
1650,1684199309342,26.75
1651,1684199015800,27.0
1652,1684198725339,27.25
1653,1684198435062,27.0
1654,1684198145514,26.75
1655,1684197271794,27.25
1656,1684196982606,27.75
1657,1684196399949,26.75
1658,1684196102309,27.25
1659,1684195519673,27.0
1660,1684195230157,27.25
1661,1684194936742,26.75
1662,1684194646363,27.0
1663,1684194356116,27.5
1664,1684194065656,27.25
1665,1684193775108,27.5
1666,1684193484570,27.75
1667,1684193194122,28.0
1668,1684192903785,27.5
1669,1684192613075,27.75
1670,1684192322814,27.25
1671,1684192032421,28.0
1672,1684191743924,27.75
1673,1684191447468,28.25
1674,1684191156920,27.75
1675,1684190866321,28.25
1676,1684190575905,28.5
1677,1684189701005,28.25
1678,1684189407577,28.5
1679,1684188536196,28.0
1680,1684188244748,28.25
1681,1684187666760,28.5
1682,1684187375308,27.75
1683,1684186794390,28.5
1684,1684186503927,28.0
1685,1684185922864,28.25
1686,1684185633399,28.5
1687,1684185339933,28.25
1688,1684185049633,27.75
1689,1684184468680,28.25
1690,1684183597487,28.0
1691,1684183307103,27.5
1692,1684183016498,28.25
1693,1684182727096,27.5
1694,1684182433689,27.75
1695,1684182141954,27.5
1696,1684181851455,27.0
1697,1684180683709,27.5
1698,1684180103459,27.25
1699,1684179520924,27.0
1700,1684179227471,26.75
1701,1684178933948,27.25
1702,1684178643310,26.75
1703,1684178352943,27.0
1704,1684178061711,26.25
1705,1684177483921,27.0
1706,1684176898043,26.5
1707,1684176607534,27.0
1708,1684176317029,26.25
1709,1684176027715,26.0
1710,1684174862197,26.5
1711,1684174281556,26.25
1712,1684173991767,25.5
1713,1684173407703,26.0
1714,1684172823801,25.75
1715,1684171369645,25.5
1716,1684170495824,25.25
1717,1684170207361,25.0
1718,1684169330553,25.5
1719,1684169040195,25.75
1720,1684168749868,26.0
1721,1684167298298,25.5
1722,1684167007750,25.25
1723,1684166426564,25.0
1724,1684165846712,24.75
1725,1684164973554,25.25
1726,1684164679056,24.5
1727,1684163809516,24.75
1728,1684163513498,24.25
1729,1684162932736,24.75
1730,1684162351798,24.5
1731,1684162061257,24.25
1732,1684161770906,24.5
1733,1684161480492,24.25
1734,1684161190266,24.5
1735,1684160899902,24.75
1736,1684160609509,24.5
1737,1684160318909,23.5
1738,1684160028263,24.0
1739,1684159737828,24.75
1740,1684159156932,24.5
1741,1684158866435,24.25
1742,1684158575985,23.75
1743,1684156539255,24.5
1744,1684156248688,24.75
1745,1684155958223,24.25
1746,1684155669190,24.5
1747,1684155374644,24.0
1748,1684154503015,24.75
1749,1684154212622,24.5
1750,1684153922070,25.0
1751,1684153341369,24.0
1752,1684153051051,23.75
1753,1684152761727,24.25
1754,1684152177632,24.5
1755,1684151887459,24.0
1756,1684151597075,24.5
1757,1684151306704,23.75
1758,1684150144985,24.5
1759,1684149854520,24.0
1760,1684149564082,24.5
1761,1684149273463,24.25
1762,1684148983250,24.5
1763,1684148693834,23.75
1764,1684148110450,24.5
1765,1684147819825,24.25
1766,1684147529525,24.0
1767,1684147239055,24.25
1768,1684146949775,24.0
1769,1684146365039,24.5
1770,1684145783887,24.25
1771,1684145493634,24.0
1772,1684145203114,23.75
1773,1684144912556,24.25
1774,1684144622149,24.0
1775,1684143749660,24.5
1776,1684143169031,24.25
1777,1684142587062,24.5
1778,1684142296727,24.25
1779,1684142006089,24.0
1780,1684141425168,24.5
1781,1684141134548,24.75
1782,1684140553529,24.5
1783,1684140263960,25.0
1784,1684139970963,24.5
1785,1684139680589,24.75
1786,1684139390134,24.5
1787,1684139099614,24.0
1788,1684138809057,24.25
1789,1684138518632,24.5
1790,1684138228276,24.25
1791,1684137937682,24.75
1792,1684136775848,24.25
1793,1684136485175,24.75
1794,1684136194735,24.5
1795,1684135904487,24.0
1796,1684135613894,25.0
1797,1684135324627,24.5
1798,1684134740898,24.75
1799,1684134450385,24.5
1800,1684134161136,25.0
1801,1684133867989,24.75
1802,1684133285229,25.0
1803,1684132994906,24.5
1804,1684132704686,25.25
1805,1684132415383,24.25
1806,1684132123036,24.75
1807,1684131829567,25.0
1808,1684131246939,24.75
1809,1684130376202,25.25
1810,1684130085783,25.0
1811,1684129795329,25.5
1812,1684129214437,25.75
1813,1684128633479,26.25
1814,1684128342930,25.75
1815,1684128052688,26.0
1816,1684127762118,25.5
1817,1684127471769,25.25
1818,1684126600638,25.75
1819,1684126310258,25.25
1820,1684126020832,25.75
1821,1684125727530,25.25
1822,1684125146515,25.75
1823,1684124565654,26.0
1824,1684124275029,26.25
1825,1684123399699,26.0
1826,1684122819249,26.25
1827,1684122528648,26.0
1828,1684122238439,26.5
1829,1684121657550,26.25
1830,1684121367283,26.5
1831,1684121076770,26.0
1832,1684120786136,25.75
1833,1684120495703,25.5
1834,1684120205232,26.25
1835,1684119624476,26.0
1836,1684119043376,26.25
1837,1684118755721,25.75
1838,1684118451415,26.25
1839,1684118160927,26.5
1840,1684117870358,26.25
1841,1684116999081,26.5
1842,1684116708801,26.25
1843,1684116127616,27.0
1844,1684115256483,26.75
1845,1684114967211,27.0
1846,1684114673724,26.75
1847,1684114093372,27.0
1848,1684113804033,27.25
1849,1684113510601,27.0
1850,1684112929835,27.25
1851,1684112639494,27.5
1852,1684112350015,27.0
1853,1684112057217,27.25
1854,1684111766875,26.75
1855,1684111185790,27.25
1856,1684110023811,27.5
1857,1684109734555,27.25
1858,1684109441319,27.5
1859,1684109152024,28.0
1860,1684108858736,27.5
1861,1684108568497,28.0
1862,1684108277933,28.25
1863,1684107987504,27.75
1864,1684107696909,28.5
1865,1684107406462,28.25
1866,1684107116242,28.75
1867,1684106825660,28.5
1868,1684106244784,28.75
1869,1684105954346,29.0
1870,1684105663933,28.75
1871,1684104792384,29.0
1872,1684104502122,28.75
1873,1684104212706,29.0
1874,1684103919092,28.5
1875,1684103337881,28.75
1876,1684103047514,29.0
1877,1684102756906,28.5
1878,1684102466583,29.5
1879,1684102174375,28.75
1880,1684100723685,29.5
1881,1684100433206,30.0
1882,1684100142638,29.75
1883,1684099852669,29.5
1884,1684099561071,30.25
1885,1684099270641,30.0
1886,1684098688944,29.75
1887,1684098394302,29.0
1888,1684098103763,29.5
1889,1684097522917,29.75
1890,1684097232659,30.0
1891,1684096943077,30.25
1892,1684096650016,30.0
1893,1684096359640,29.25
1894,1684096069241,29.5
1895,1684095778645,29.75
1896,1684095488229,29.25
1897,1684094906205,29.0
1898,1684094612737,28.25
1899,1684094322285,28.5
1900,1684093160001,29.0
1901,1684092869597,29.5
1902,1684092580179,29.25
1903,1684091996538,29.0
1904,1684090833161,29.25
1905,1684090250810,28.5
1906,1684089956230,28.25
1907,1684089665601,28.5
1908,1684089375218,29.0
1909,1684089084575,28.5
1910,1684088794091,28.0
1911,1684088503438,28.25
1912,1684088212919,27.5
1913,1684087922354,28.25
1914,1684087632042,28.0
1915,1684086760552,27.75
1916,1684086469349,27.5
1917,1684084729019,27.75
1918,1684084438386,27.5
1919,1684084148048,27.75
1920,1684083857362,27.5
1921,1684083276502,27.75
1922,1684082986002,27.5
1923,1684082111833,27.25
1924,1684081821391,26.5
1925,1684080949283,27.0
1926,1684080658718,26.5
1927,1684080368359,25.75
1928,1684079787220,26.25
1929,1684079206541,26.0
1930,1684078915938,25.0
1931,1684078625563,26.0
1932,1684077754369,25.25
1933,1684077464070,25.75
1934,1684077172657,25.25
1935,1684076884010,25.75
1936,1684076593733,25.5
1937,1684076303171,25.25
1938,1684076013616,25.5
1939,1684075720137,25.25
1940,1684074848495,24.75
1941,1684073975483,25.0
1942,1684073685920,24.5
1943,1684073393065,24.75
1944,1684073102656,24.25
1945,1684072812039,24.5
1946,1684072521456,25.0
1947,1684072230998,24.5
1948,1684071940555,24.25
1949,1684071650075,25.25
1950,1684071359502,25.5
1951,1684071068839,25.25
1952,1684070487853,24.75
1953,1684069907224,24.5
1954,1684069616744,24.0
1955,1684069326530,24.75
1956,1684068744132,24.25
1957,1684068453538,24.5
1958,1684067582131,24.25
1959,1684067291731,24.5
1960,1684066710560,24.75
1961,1684066419901,25.25
1962,1684065839153,25.0
1963,1684065548580,24.5
1964,1684064967480,25.0
1965,1684064676970,24.5
1966,1684063805187,24.75
1967,1684062933908,24.5
1968,1684062643455,24.0
1969,1684062352976,24.5
1970,1684062062626,24.25
1971,1684061772315,24.0
1972,1684060898963,24.25
1973,1684060608470,24.5
1974,1684060318051,24.75
1975,1684060027651,25.0
1976,1684059737165,24.0
1977,1684059157376,24.75
1978,1684058865586,24.25
1979,1684058572233,24.5
1980,1684058281694,25.0
1981,1684057991518,25.25
1982,1684057410541,25.0
1983,1684057120184,25.5
1984,1684056539422,25.0
1985,1684056250120,24.75
1986,1684055665962,25.0
1987,1684054794307,25.25
1988,1684054503767,24.5
1989,1684054213301,25.5
1990,1684053630709,24.75
1991,1684053340240,25.0
1992,1684053049673,25.25
1993,1684052759046,25.0
1994,1684051887787,25.25
1995,1684051016401,25.0
1996,1684050725896,24.75
1997,1684050435285,25.0
1998,1684050144655,24.75
1999,1684049854074,25.0
2000,1684049565689,24.75
2001,1684049268967,25.0
2002,1684048978521,24.5
2003,1684048107132,24.75
2004,1684047816956,25.0
2005,1684047526429,24.5
2006,1684047235937,24.75
2007,1684046655069,24.5
2008,1684046364710,25.0
2009,1684046073997,24.5
2010,1684045783603,24.75
2011,1684045202739,25.0
2012,1684044913596,25.25
2013,1684044620356,25.0
2014,1684044039679,25.25
2015,1684043749207,25.0
2016,1684043458711,25.25
2017,1684043169367,24.75
2018,1684042585514,25.25
2019,1684042295133,24.75
2020,1684042004737,25.5
2021,1684041714297,25.25
2022,1684041423910,24.5
2023,1684040262013,25.25
2024,1684039971721,25.0
2025,1684039681380,25.25
2026,1684039389820,25.0
2027,1684038811401,25.5
2028,1684038521161,25.75
2029,1684037650060,25.5
2030,1684037359676,26.0
2031,1684037070063,25.75
2032,1684036776606,25.0
2033,1684036486365,25.75
2034,1684036195760,25.25
2035,1684035906276,25.75
2036,1684035322435,25.5
2037,1684034160660,25.75
2038,1684033870020,24.75
2039,1684033579544,25.75
2040,1684033288946,26.0
2041,1684032998524,25.75
2042,1684032708066,26.0
2043,1684032417552,25.5
2044,1684031834735,26.0
2045,1684031544333,26.25
2046,1684031253992,26.0
2047,1684030963522,25.75
2048,1684030673185,26.0
2049,1684030382583,26.25
2050,1684030092177,26.0
2051,1684029511681,26.25
2052,1684029222493,26.0
2053,1684028928240,26.25
2054,1684028639767,26.0
2055,1684028349267,26.5
2056,1684028058944,26.25
2057,1684027770424,26.0
2058,1684027473898,26.25
2059,1684027184545,26.5
2060,1684026891436,25.5
2061,1684026600992,26.0
2062,1684026310493,25.75
2063,1684026019941,26.0
2064,1684025147430,26.25
2065,1684024856814,26.0
2066,1684024566289,26.5
2067,1684023694986,26.75
2068,1684023114045,26.5
2069,1684021950341,26.75
2070,1684021079013,27.0
2071,1684020788739,26.5
2072,1684020498168,27.25
2073,1684020209568,27.0
2074,1684019912242,26.25
2075,1684019621839,26.75
2076,1684017007968,27.0
2077,1684016717651,27.25
2078,1684016137071,27.0
2079,1684015556320,27.25
2080,1684015265898,27.5
2081,1684014975579,26.5
2082,1684014685312,27.0
2083,1684013814109,27.25
2084,1684013523783,27.5
2085,1684013233168,27.0
2086,1684012944081,28.0
2087,1684012360313,28.75
2088,1684012070762,29.0
2089,1684010907081,28.75
2090,1684010616750,29.0
2091,1684010326026,28.75
2092,1684010035450,29.0
2093,1684009454395,28.75
2094,1684009165129,28.5
2095,1684008581457,29.0
2096,1684008290980,28.75
2097,1684007711127,29.0
2098,1684007126289,29.25
2099,1684006835904,29.0
2100,1684006545384,29.25
2101,1684006254811,29.0
2102,1684005964269,29.5
2103,1684005674001,28.75
2104,1684005383641,29.5
2105,1684004802360,29.25
2106,1684004511788,28.75
2107,1684003930910,29.0
2108,1684003640443,28.75
2109,1684003350070,28.25
2110,1684002478705,29.0
2111,1684002188076,28.75
2112,1684001898496,28.5
2113,1684001605217,29.0
2114,1684001314715,28.5
2115,1684001024462,28.75
2116,1684000733892,28.25
2117,1684000443387,28.75
2118,1683998406028,28.5
2119,1683998116457,28.0
2120,1683997823101,28.5
2121,1683997242339,28.25
2122,1683996952006,27.75
2123,1683996661669,28.0
2124,1683996371012,27.5
2125,1683996080551,27.75
2126,1683994919877,27.5
2127,1683994625692,27.25
2128,1683994336338,27.5
2129,1683994042759,27.0
2130,1683993461722,26.5
2131,1683993171301,26.25
2132,1683992879700,26.75
2133,1683992591048,26.0
2134,1683992301433,26.5
2135,1683992007920,26.25
2136,1683991425326,25.5
2137,1683991134778,25.25
2138,1683990843580,25.75
2139,1683990555163,25.25
2140,1683989974072,25.5
2141,1683989683796,25.0
2142,1683989103154,25.25
2143,1683988812929,25.5
2144,1683988522584,25.25
2145,1683988233338,25.0
2146,1683987939908,24.75
2147,1683987068855,25.25
2148,1683986198347,25.0
2149,1683985907150,24.75
2150,1683985616846,25.0
2151,1683985326548,24.75
2152,1683984159654,25.25
2153,1683983289328,24.75
2154,1683982414930,25.0
2155,1683982124752,25.25
2156,1683981835581,25.0
2157,1683981543138,24.5
2158,1683980959285,24.25
2159,1683980378372,24.5
2160,1683979507249,24.0
2161,1683979216949,23.75
2162,1683978636358,24.25
2163,1683978055477,24.0
2164,1683977475828,24.5
2165,1683977182891,24.25
2166,1683976892611,24.5
2167,1683976311951,24.75
2168,1683975730991,25.0
2169,1683975440536,24.75
2170,1683974857740,25.0
2171,1683973984715,24.75
2172,1683973694074,24.25
2173,1683973403608,24.75
2174,1683972818695,24.25
2175,1683972237853,24.5
2176,1683971367085,24.75
2177,1683971076726,25.0
2178,1683970495674,25.25
2179,1683970205209,24.5
2180,1683969914473,24.75
2181,1683968169428,24.5
2182,1683967878951,24.25
2183,1683967588486,24.5
2184,1683966717248,24.75
2185,1683966426930,24.5
2186,1683966136461,24.25
2187,1683965846204,24.5
2188,1683965555803,24.25
2189,1683965265260,24.75
2190,1683964974873,24.5
2191,1683964684342,24.75
2192,1683964394091,24.5
2193,1683963813446,25.0
2194,1683963523164,25.25
2195,1683962941334,25.75
2196,1683962653023,25.0
2197,1683961780942,25.25
2198,1683961490478,24.75
2199,1683960909582,25.0
2200,1683960619027,24.75
2201,1683959167073,25.0
2202,1683958876850,24.75
2203,1683958587763,25.0
2204,1683957713785,24.5
2205,1683957423388,24.75
2206,1683956842455,25.0
2207,1683956552002,25.25
2208,1683956261627,24.75
2209,1683955971519,25.25
2210,1683955681360,25.5
2211,1683955391048,25.25
2212,1683954810047,25.5
2213,1683954519421,25.0
2214,1683954229153,24.75
2215,1683953938893,25.25
2216,1683953648485,25.5
2217,1683953357931,25.0
2218,1683953067490,25.5
2219,1683952778044,25.0
2220,1683952484741,25.5
2221,1683951905042,25.75
2222,1683951030497,25.5
2223,1683950740131,25.75
2224,1683950159354,25.5
2225,1683949578497,26.0
2226,1683949288268,25.25
2227,1683948997848,25.5
